latitude,longitude,FIRMS_date,image_date,date_diff_hours,cloud_pct,thumbnail_file,satellite_image_source,detecion_source,country,firms_sensor
11.6141,-10.4207,2024-01-23T10:33:00,2024-01-23T11:18:07.452000,0.75,0.391137,point_58203.png,sentinel-2,modis_Guinea,Guinea,modis
9.3207,-10.3363,2024-01-23T10:34:00,2024-01-23T11:18:36.403000,0.74,15.877694,point_57882.png,sentinel-2,modis_Guinea,Guinea,modis
9.8583,-10.0265,2024-01-23T10:34:00,2024-01-23T11:18:36.403000,0.74,15.877694,point_58148.png,sentinel-2,modis_Guinea,Guinea,modis
11.7473,-10.2272,2024-01-23T10:33:00,2024-01-23T11:17:52.920000,0.75,10.841899,point_58198.png,sentinel-2,modis_Guinea,Guinea,modis
12.5258,-12.8942,2024-01-26T10:57:00,2024-01-26T11:27:57.636000,0.52,0.000564,point_55310.png,sentinel-2,modis_Guinea,Guinea,modis
9.9247,-9.7778,2024-01-23T10:34:00,2024-01-23T11:18:18.211000,0.74,19.026056,point_58163.png,sentinel-2,modis_Guinea,Guinea,modis
9.9153,-9.3839,2024-01-23T10:34:00,2024-01-23T11:18:18.211000,0.74,19.026056,point_58178.png,sentinel-2,modis_Guinea,Guinea,modis
8.5592,-7.878,2024-01-20T10:11:00,2024-01-20T11:08:44.306000,0.96,0.007211,point_59607.png,sentinel-2,modis_Guinea,Guinea,modis
8.6429,-8.0373,2024-01-20T14:51:00,2024-01-20T11:08:44.306000,-3.7,0.007211,point_59463.png,sentinel-2,modis_Guinea,Guinea,modis
9.8357,-10.0584,2024-01-18T15:07:00,2024-01-18T11:18:42.354000,-3.8,6.154223,point_60076.png,sentinel-2,modis_Guinea,Guinea,modis
8.5613,-7.8939,2024-01-20T10:11:00,2024-01-20T11:08:44.306000,0.96,0.007211,point_59606.png,sentinel-2,modis_Guinea,Guinea,modis
12.1862,-9.1203,2024-01-18T10:27:00,2024-01-18T11:17:55.397000,0.85,0.003105,point_60230.png,sentinel-2,modis_Guinea,Guinea,modis
10.6227,-11.2293,2024-01-18T10:27:00,2024-01-18T11:18:31.098000,0.86,0.005289,point_60262.png,sentinel-2,modis_Guinea,Guinea,modis
9.8373,-10.0663,2024-01-18T15:07:00,2024-01-18T11:18:42.354000,-3.8,6.154223,point_60082.png,sentinel-2,modis_Guinea,Guinea,modis
53.6022,-7.4615,2023-04-20T13:30:00,2023-04-20T11:46:26.172000,-1.73,1.644248,point_31.png,sentinel-2,modis_Ireland,Ireland,modis
53.1188,-7.1634,2023-04-20T11:17:00,2023-04-20T11:46:40.462000,0.49,0.52614,point_32.png,sentinel-2,modis_Ireland,Ireland,modis
51.6106,-9.6651,2023-02-27T11:46:00,2023-02-27T11:57:02.315000,0.18,25.785795,point_36.png,sentinel-2,modis_Ireland,Ireland,modis
53.0224,-6.3502,2023-02-21T13:35:00,2023-02-21T11:36:44.755000,-1.97,80.131459,point_37.png,sentinel-2,modis_Ireland,Ireland,modis
53.0313,-6.3539,2023-02-21T13:35:00,2023-02-21T11:36:44.755000,-1.97,80.131459,point_38.png,sentinel-2,modis_Ireland,Ireland,modis
53.3488,-9.0096,2022-04-28T11:55:00,2022-04-28T11:56:38.430000,0.03,19.179747,point_53.png,sentinel-2,modis_Ireland,Ireland,modis
52.2718,-7.5575,2021-09-07T12:07:00,2021-09-07T11:46:46.572000,-0.34,0.814035,point_89.png,sentinel-2,modis_Ireland,Ireland,modis
52.0129,-9.5879,2021-04-25T13:51:00,2021-04-25T11:46:59.356000,-2.07,0.595696,point_96.png,sentinel-2,modis_Ireland,Ireland,modis
51.7409,-9.152,2021-04-25T13:51:00,2021-04-25T11:46:59.356000,-2.07,0.595696,point_97.png,sentinel-2,modis_Ireland,Ireland,modis
51.7391,-9.1704,2021-04-25T13:51:00,2021-04-25T11:46:59.356000,-2.07,0.595696,point_98.png,sentinel-2,modis_Ireland,Ireland,modis
51.7397,-9.1612,2021-04-25T12:03:00,2021-04-25T11:46:59.356000,-0.27,0.595696,point_99.png,sentinel-2,modis_Ireland,Ireland,modis
51.7367,-9.1446,2021-04-25T12:03:00,2021-04-25T11:46:59.356000,-0.27,0.595696,point_100.png,sentinel-2,modis_Ireland,Ireland,modis
52.013,-9.5654,2021-04-25T12:03:00,2021-04-25T11:46:59.356000,-0.27,0.595696,point_101.png,sentinel-2,modis_Ireland,Ireland,modis
52.0161,-9.5827,2021-04-25T12:03:00,2021-04-25T11:46:59.356000,-0.27,0.595696,point_102.png,sentinel-2,modis_Ireland,Ireland,modis
52.0178,-9.5785,2021-04-25T02:40:00,2021-04-25T11:46:59.356000,9.12,0.595696,point_103.png,sentinel-2,modis_Ireland,Ireland,modis
