latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,year
-32.86166,-56.53794,303.71,0.46,0.39,2024-01-01,434,N,VIIRS,n,2,288.98,1.07,N,0,2024
-31.33726,-57.90175,331.06,0.34,0.56,2024-01-02,1819,N,VIIRS,n,2,298.01,1.6,D,0,2024
-32.86356,-56.53794,305.27,0.42,0.38,2024-01-05,459,N,VIIRS,n,2,291.22,0.63,N,0,2024
-32.86263,-56.53951,310.15,0.41,0.37,2024-01-06,440,N,VIIRS,n,2,294.1,1.22,N,0,2024
-32.86325,-56.54095,304.15,0.57,0.52,2024-01-09,524,N,VIIRS,n,2,293.0,1.62,N,0,2024
-32.8608,-56.54052,302.85,0.57,0.52,2024-01-09,524,N,VIIRS,n,2,292.85,2.06,N,0,2024
-34.70912,-55.99456,343.52,0.44,0.38,2024-01-09,1746,N,VIIRS,n,2,307.47,5.24,D,0,2024
-34.60955,-55.73501,334.27,0.45,0.39,2024-01-09,1746,N,VIIRS,n,2,299.21,4.04,D,0,2024
-34.40864,-56.34725,335.09,0.43,0.38,2024-01-09,1746,N,VIIRS,n,2,307.42,3.34,D,0,2024
-34.40948,-56.35195,336.66,0.43,0.38,2024-01-09,1746,N,VIIRS,n,2,308.27,3.34,D,0,2024
-34.71265,-55.9936,335.36,0.44,0.38,2024-01-09,1746,N,VIIRS,n,2,304.99,5.24,D,0,2024
-32.8634,-56.54143,307.0,0.48,0.4,2024-01-10,505,N,VIIRS,n,2,293.07,1.45,N,0,2024
-33.92984,-56.69995,347.75,0.42,0.45,2024-01-11,1709,N,VIIRS,n,2,300.21,8.3,D,0,2024
-32.8618,-56.53839,302.34,0.53,0.42,2024-01-12,428,N,VIIRS,n,2,290.6,0.93,N,0,2024
-33.95319,-57.78267,367.0,0.44,0.63,2024-01-12,1830,N,VIIRS,h,2,307.67,10.0,D,0,2024
-31.27276,-56.60252,332.52,0.33,0.55,2024-01-13,1812,N,VIIRS,n,2,303.53,0.54,D,0,2024
-33.73428,-58.36654,331.61,0.43,0.38,2024-01-14,1753,N,VIIRS,l,2,306.09,2.92,D,0,2024
-34.74621,-56.01369,334.37,0.38,0.36,2024-01-15,1734,N,VIIRS,l,2,306.42,4.35,D,0,2024
-34.78123,-56.22897,333.73,0.4,0.37,2024-01-20,1740,N,VIIRS,l,2,304.15,1.25,D,0,2024
-34.45956,-57.78827,346.48,0.38,0.36,2024-01-20,1740,N,VIIRS,n,2,308.87,11.47,D,0,2024
-32.62428,-54.50152,341.13,0.46,0.39,2024-01-20,1741,N,VIIRS,n,2,299.95,7.37,D,0,2024
-31.07191,-55.75843,298.84,0.43,0.38,2024-01-21,458,N,VIIRS,n,2,288.34,0.39,N,0,2024
-32.86312,-56.53893,302.75,0.42,0.38,2024-01-21,459,N,VIIRS,n,2,291.29,1.03,N,0,2024
-34.53395,-56.2566,337.44,0.44,0.38,2024-01-21,1721,N,VIIRS,n,2,305.76,6.16,D,0,2024
-34.53186,-56.25404,337.97,0.44,0.38,2024-01-21,1721,N,VIIRS,n,2,305.17,4.99,D,0,2024
-32.86184,-56.53836,308.16,0.41,0.37,2024-01-22,440,N,VIIRS,n,2,292.02,1.36,N,0,2024
-32.39045,-54.0859,297.6,0.38,0.36,2024-01-22,440,N,VIIRS,n,2,287.33,0.55,N,0,2024
-34.88845,-56.16658,304.23,0.39,0.36,2024-01-22,441,N,VIIRS,n,2,288.04,0.6,N,0,2024
-32.86065,-56.54143,302.25,0.43,0.46,2024-01-23,421,N,VIIRS,n,2,290.64,0.84,N,0,2024
-32.47303,-55.38248,331.18,0.53,0.67,2024-01-23,1824,N,VIIRS,n,2,294.59,5.28,D,0,2024
-32.47496,-55.37842,328.11,0.53,0.67,2024-01-23,1824,N,VIIRS,n,2,294.04,5.1,D,0,2024
-32.64429,-56.30698,336.03,0.47,0.64,2024-01-23,1824,N,VIIRS,n,2,296.82,1.64,D,0,2024
-32.4337,-54.60788,339.59,0.32,0.55,2024-01-24,1806,N,VIIRS,n,2,296.93,2.03,D,0,2024
-30.52652,-56.6404,338.74,0.55,0.51,2024-01-24,1806,N,VIIRS,n,2,302.56,2.39,D,0,2024
-34.82038,-56.11622,343.36,0.44,0.38,2024-01-25,1746,N,VIIRS,n,2,307.97,4.73,D,0,2024
-31.80723,-54.73494,332.36,0.55,0.43,2024-01-25,1747,N,VIIRS,n,2,302.22,4.5,D,0,2024
-33.76247,-54.53265,341.3,0.52,0.42,2024-01-25,1747,N,VIIRS,n,2,302.47,7.3,D,0,2024
-33.75916,-54.53118,339.87,0.52,0.42,2024-01-25,1747,N,VIIRS,n,2,303.64,6.78,D,0,2024
-33.76297,-54.53012,339.33,0.52,0.42,2024-01-25,1747,N,VIIRS,n,2,300.34,6.78,D,0,2024
-31.06969,-55.75849,301.83,0.5,0.41,2024-01-26,505,N,VIIRS,n,2,286.98,0.94,N,0,2024
-34.76613,-56.07368,356.49,0.4,0.37,2024-01-26,1728,N,VIIRS,n,2,314.34,15.72,D,0,2024
-31.52373,-56.63511,338.87,0.39,0.36,2024-01-26,1728,N,VIIRS,n,2,302.51,3.2,D,0,2024
-34.76674,-56.07803,334.22,0.4,0.37,2024-01-26,1728,N,VIIRS,l,2,306.82,15.72,D,0,2024
-34.76952,-56.07299,356.03,0.4,0.37,2024-01-26,1728,N,VIIRS,n,2,314.47,15.72,D,0,2024
-34.76962,-56.07414,356.64,0.4,0.37,2024-01-26,1728,N,VIIRS,n,2,313.95,10.41,D,0,2024
-34.76901,-56.06979,336.08,0.4,0.37,2024-01-26,1728,N,VIIRS,n,2,304.52,6.55,D,0,2024
-34.87318,-56.15256,348.88,0.4,0.44,2024-01-27,1709,N,VIIRS,n,2,303.26,6.48,D,0,2024
-34.87201,-56.15472,346.24,0.4,0.44,2024-01-27,1709,N,VIIRS,n,2,303.15,7.45,D,0,2024
-33.98545,-58.2515,342.27,0.51,0.49,2024-01-27,1709,N,VIIRS,n,2,305.65,3.85,D,0,2024
-34.077,-56.23874,334.19,0.4,0.44,2024-01-27,1709,N,VIIRS,l,2,305.39,2.85,D,0,2024
-34.79666,-55.24556,333.33,0.57,0.69,2024-01-28,1830,N,VIIRS,n,2,288.48,4.63,D,0,2024
-34.79768,-55.24601,333.59,0.57,0.69,2024-01-28,1830,N,VIIRS,n,2,288.53,4.53,D,0,2024
-34.65162,-56.17985,333.45,0.58,0.52,2024-01-29,1811,N,VIIRS,n,2,296.65,2.58,D,0,2024
-31.33573,-55.16126,335.49,0.39,0.6,2024-01-29,1812,N,VIIRS,n,2,290.73,1.93,D,0,2024
-32.39473,-58.13433,337.28,0.45,0.39,2024-01-30,1753,N,VIIRS,n,2,305.76,4.87,D,0,2024
-34.67557,-56.21949,338.76,0.5,0.41,2024-01-30,1753,N,VIIRS,n,2,308.6,5.98,D,0,2024
-34.67675,-56.22165,337.7,0.5,0.41,2024-01-30,1753,N,VIIRS,n,2,311.21,7.53,D,0,2024
-34.6793,-56.21843,334.83,0.5,0.41,2024-01-30,1753,N,VIIRS,l,2,306.61,2.51,D,0,2024
-33.85503,-58.18632,342.25,0.43,0.38,2024-01-30,1753,N,VIIRS,n,2,309.16,4.62,D,0,2024
-31.44027,-57.86555,344.19,0.47,0.4,2024-01-30,1754,N,VIIRS,n,2,301.5,3.22,D,0,2024
-31.43934,-57.86056,334.21,0.47,0.4,2024-01-30,1754,N,VIIRS,n,2,303.3,3.22,D,0,2024
-33.98797,-57.59701,332.22,0.39,0.36,2024-01-31,1734,N,VIIRS,l,2,303.74,1.62,D,0,2024
-32.86277,-56.53937,312.12,0.39,0.36,2024-02-01,453,N,VIIRS,n,2,296.81,1.99,N,0,2024
-34.2345,-57.54834,312.19,0.39,0.36,2024-02-01,453,N,VIIRS,n,2,293.15,1.05,N,0,2024
-34.47794,-56.85313,345.84,0.54,0.42,2024-02-01,1715,N,VIIRS,n,2,305.48,32.05,D,0,2024
-34.5997,-56.51548,336.76,0.52,0.42,2024-02-01,1715,N,VIIRS,l,2,307.3,4.25,D,0,2024
-34.48188,-56.8525,350.06,0.54,0.42,2024-02-01,1715,N,VIIRS,n,2,306.08,8.73,D,0,2024
-34.48252,-56.85849,346.79,0.54,0.42,2024-02-01,1715,N,VIIRS,n,2,302.69,8.73,D,0,2024
-32.05901,-55.57674,338.1,0.45,0.39,2024-02-01,1716,N,VIIRS,l,2,312.22,28.96,D,0,2024
-30.42023,-57.69479,337.78,0.53,0.42,2024-02-01,1716,N,VIIRS,n,2,311.29,10.88,D,0,2024
-32.05861,-55.57956,341.84,0.45,0.39,2024-02-01,1716,N,VIIRS,n,2,316.34,28.91,D,0,2024
-32.05879,-55.57983,327.48,0.43,0.38,2024-02-02,434,N,VIIRS,n,2,295.52,15.87,N,0,2024
-32.05446,-55.58352,308.11,0.43,0.38,2024-02-02,434,N,VIIRS,n,2,292.43,15.87,N,0,2024
-32.0553,-55.57896,326.27,0.43,0.38,2024-02-02,434,N,VIIRS,n,2,292.62,15.87,N,0,2024
-32.05796,-55.5844,337.61,0.43,0.38,2024-02-02,434,N,VIIRS,n,2,302.09,15.87,N,0,2024
-34.77914,-56.18037,350.21,0.6,0.53,2024-02-02,1656,N,VIIRS,n,2,309.83,10.23,D,0,2024
-34.84379,-56.10588,337.98,0.59,0.53,2024-02-02,1656,N,VIIRS,n,2,307.09,4.49,D,0,2024
-34.81295,-56.02906,332.22,0.59,0.53,2024-02-02,1656,N,VIIRS,n,2,305.07,4.03,D,0,2024
-34.77974,-56.18148,345.87,0.6,0.53,2024-02-02,1656,N,VIIRS,n,2,310.03,6.62,D,0,2024
-32.05918,-55.58657,341.51,0.52,0.5,2024-02-02,1657,N,VIIRS,n,2,313.29,25.42,D,0,2024
-32.06333,-55.58042,344.78,0.52,0.5,2024-02-02,1657,N,VIIRS,n,2,315.91,22.66,D,0,2024
-32.05816,-55.57537,340.59,0.52,0.5,2024-02-02,1657,N,VIIRS,n,2,309.17,30.94,D,0,2024
-32.05867,-55.58097,352.77,0.52,0.5,2024-02-02,1657,N,VIIRS,n,2,316.66,30.94,D,0,2024
-34.41901,-56.64474,336.47,0.6,0.7,2024-02-02,1836,N,VIIRS,n,2,303.58,3.81,D,0,2024
-34.79303,-56.08694,333.79,0.62,0.72,2024-02-02,1836,N,VIIRS,n,2,301.85,3.76,D,0,2024
-32.06104,-55.58551,331.59,0.78,0.78,2024-02-02,1837,N,VIIRS,n,2,300.81,13.52,D,0,2024
-32.05682,-55.57374,367.0,0.78,0.78,2024-02-02,1837,N,VIIRS,h,2,304.68,25.05,D,0,2024
-32.05938,-55.58215,367.0,0.78,0.78,2024-02-02,1837,N,VIIRS,h,2,303.83,20.48,D,0,2024
-32.05843,-55.57711,367.0,0.78,0.78,2024-02-02,1837,N,VIIRS,h,2,307.7,13.52,D,0,2024
-32.05756,-55.58429,309.32,0.48,0.48,2024-02-03,415,N,VIIRS,n,2,292.72,1.13,N,0,2024
-32.05867,-55.57925,314.44,0.48,0.48,2024-02-03,415,N,VIIRS,n,2,292.72,1.13,N,0,2024
-34.72441,-55.99273,305.81,0.44,0.46,2024-02-03,416,N,VIIRS,n,2,292.64,0.79,N,0,2024
-33.73307,-54.08196,303.69,0.33,0.55,2024-02-04,356,N,VIIRS,n,2,291.35,1.1,N,0,2024
-33.7322,-54.08553,327.41,0.33,0.55,2024-02-04,356,N,VIIRS,n,2,291.62,1.1,N,0,2024
-34.72075,-56.18837,333.5,0.39,0.44,2024-02-04,1759,N,VIIRS,n,2,301.05,2.2,D,0,2024
-34.75006,-56.05346,337.25,0.4,0.37,2024-02-05,1740,N,VIIRS,n,2,297.63,2.45,D,0,2024
-34.76688,-56.38781,331.51,0.39,0.36,2024-02-05,1740,N,VIIRS,l,2,302.58,3.82,D,0,2024
-34.46109,-57.79048,340.67,0.38,0.36,2024-02-05,1740,N,VIIRS,n,2,300.47,3.47,D,0,2024
-32.86203,-56.54117,310.76,0.42,0.38,2024-02-06,459,N,VIIRS,n,2,295.42,1.18,N,0,2024
-32.86236,-56.53955,311.74,0.42,0.38,2024-02-06,459,N,VIIRS,n,2,295.65,1.54,N,0,2024
-33.55917,-53.81338,330.63,0.39,0.36,2024-02-06,1721,N,VIIRS,l,2,304.59,2.09,D,0,2024
-33.55521,-53.80991,339.18,0.39,0.36,2024-02-06,1721,N,VIIRS,n,2,306.32,3.83,D,0,2024
-33.55856,-53.8092,335.78,0.39,0.36,2024-02-06,1721,N,VIIRS,l,2,307.59,3.55,D,0,2024
-31.80893,-54.72757,335.46,0.39,0.36,2024-02-06,1722,N,VIIRS,l,2,306.11,4.5,D,0,2024
-31.8087,-54.73071,355.97,0.39,0.36,2024-02-06,1722,N,VIIRS,n,2,309.82,17.37,D,0,2024
-31.80953,-54.7317,352.57,0.39,0.36,2024-02-06,1722,N,VIIRS,n,2,310.24,16.8,D,0,2024
-33.7628,-54.06112,332.06,0.55,0.43,2024-02-07,1703,N,VIIRS,n,2,300.45,2.89,D,0,2024
-32.08758,-54.77085,334.61,0.38,0.43,2024-02-07,1703,N,VIIRS,n,2,302.22,1.79,D,0,2024
-32.8626,-56.54176,307.93,0.43,0.46,2024-02-08,421,N,VIIRS,n,2,296.71,1.69,N,0,2024
-34.82811,-56.03374,296.02,0.56,0.43,2024-02-08,422,N,VIIRS,n,2,274.95,1.32,N,0,2024
-31.99993,-54.46248,331.86,0.64,0.72,2024-02-09,1625,N,VIIRS,n,2,293.18,4.27,D,0,2024
-33.08963,-53.85445,353.37,0.34,0.56,2024-02-09,1805,N,VIIRS,n,2,294.94,6.7,D,0,2024
-32.00036,-54.46891,341.29,0.34,0.56,2024-02-09,1806,N,VIIRS,n,2,296.01,3.79,D,0,2024
-32.00018,-54.47005,334.62,0.34,0.56,2024-02-09,1806,N,VIIRS,n,2,295.26,5.36,D,0,2024
-32.86163,-56.53999,309.0,0.48,0.4,2024-02-11,505,N,VIIRS,n,2,295.15,1.68,N,0,2024
-30.3045,-57.33435,334.39,0.4,0.37,2024-02-11,1729,N,VIIRS,l,2,309.22,9.4,D,0,2024
-33.86939,-58.34198,303.02,0.38,0.58,2024-02-14,409,N,VIIRS,n,2,284.93,0.79,N,0,2024
-33.55666,-56.81911,332.0,0.57,0.52,2024-02-14,1812,N,VIIRS,n,2,297.97,0.46,D,0,2024
-32.8604,-56.54042,308.17,0.39,0.36,2024-02-17,453,N,VIIRS,n,2,291.71,0.81,N,0,2024
-34.7597,-55.99696,337.49,0.4,0.37,2024-02-21,1740,N,VIIRS,n,2,302.63,2.33,D,0,2024
-30.38101,-57.54432,340.36,0.4,0.37,2024-02-21,1741,N,VIIRS,l,2,314.36,10.99,D,0,2024
-32.86208,-56.53876,311.18,0.42,0.38,2024-02-22,459,N,VIIRS,n,2,294.67,1.35,N,0,2024
-33.51283,-54.07107,331.11,0.39,0.36,2024-02-22,1721,N,VIIRS,n,2,298.25,0.8,D,0,2024
-31.72715,-54.4836,345.55,0.39,0.36,2024-02-22,1722,N,VIIRS,n,2,308.81,10.51,D,0,2024
-31.7305,-54.48293,342.84,0.39,0.36,2024-02-22,1722,N,VIIRS,n,2,303.52,3.6,D,0,2024
-33.16082,-53.953,338.15,0.39,0.36,2024-02-22,1722,N,VIIRS,n,2,306.34,3.6,D,0,2024
-32.86085,-56.54145,302.01,0.41,0.37,2024-02-23,440,N,VIIRS,n,2,291.74,0.74,N,0,2024
-32.8602,-56.53954,301.88,0.43,0.46,2024-02-24,421,N,VIIRS,n,2,289.85,0.76,N,0,2024
-32.86144,-56.54063,312.74,0.39,0.36,2024-02-28,446,N,VIIRS,n,2,291.58,1.08,N,0,2024
-34.13909,-57.14183,344.38,0.45,0.47,2024-02-28,1709,N,VIIRS,n,2,304.66,6.65,D,0,2024
-32.86089,-56.53857,306.3,0.54,0.42,2024-02-29,427,N,VIIRS,n,2,294.15,1.71,N,0,2024
-34.45639,-54.07473,333.28,0.52,0.67,2024-03-01,1631,N,VIIRS,n,2,289.52,17.84,D,0,2024
-34.46296,-54.0803,367.0,0.52,0.67,2024-03-01,1631,N,VIIRS,h,2,292.27,9.06,D,0,2024
-34.45664,-54.08062,344.87,0.52,0.67,2024-03-01,1631,N,VIIRS,n,2,290.14,9.06,D,0,2024
-32.00133,-54.23337,340.11,0.42,0.61,2024-03-01,1812,N,VIIRS,n,2,294.6,6.24,D,0,2024
-32.97788,-57.61528,331.62,0.52,0.5,2024-03-01,1812,N,VIIRS,n,2,298.02,6.63,D,0,2024
-32.00017,-54.22889,353.86,0.42,0.61,2024-03-01,1812,N,VIIRS,n,2,295.93,10.4,D,0,2024
-34.81264,-56.39957,333.43,0.38,0.36,2024-03-03,1734,N,VIIRS,n,2,300.85,2.43,D,0,2024
-32.86183,-56.5387,301.94,0.39,0.36,2024-03-04,452,N,VIIRS,n,2,287.85,0.95,N,0,2024
-32.8624,-56.53854,305.37,0.46,0.39,2024-03-05,434,N,VIIRS,n,2,290.16,1.74,N,0,2024
-31.95684,-54.21661,330.55,0.44,0.46,2024-03-05,1657,N,VIIRS,n,2,300.25,1.92,D,0,2024
-30.73645,-57.33577,332.12,0.32,0.55,2024-03-05,1657,N,VIIRS,n,2,301.71,1.41,D,0,2024
-31.23774,-55.9852,332.72,0.54,0.51,2024-03-05,1657,N,VIIRS,n,2,297.46,0.94,D,0,2024
-30.7379,-57.33458,338.01,0.32,0.55,2024-03-05,1657,N,VIIRS,n,2,302.71,3.21,D,0,2024
-34.31689,-57.68107,333.75,0.53,0.67,2024-03-05,1836,N,VIIRS,n,2,295.27,2.74,D,0,2024
-31.11216,-55.42773,312.12,0.5,0.49,2024-03-06,414,N,VIIRS,n,2,285.07,1.85,N,0,2024
-31.11326,-55.42565,305.19,0.5,0.49,2024-03-06,414,N,VIIRS,n,2,284.6,0.35,N,0,2024
-31.10881,-55.42426,305.56,0.5,0.49,2024-03-06,414,N,VIIRS,n,2,285.02,0.76,N,0,2024
-34.24839,-54.63174,300.4,0.39,0.44,2024-03-06,415,N,VIIRS,n,2,283.27,0.39,N,0,2024
-34.41601,-56.46661,334.08,0.58,0.69,2024-03-06,1637,N,VIIRS,n,2,299.13,3.14,D,0,2024
-34.4187,-56.46816,333.32,0.58,0.69,2024-03-06,1637,N,VIIRS,n,2,297.63,4.12,D,0,2024
-34.26378,-56.06566,341.38,0.36,0.57,2024-03-06,1817,N,VIIRS,n,2,304.27,4.45,D,0,2024
-32.01555,-54.57098,339.43,0.49,0.65,2024-03-06,1818,N,VIIRS,n,2,299.16,5.91,D,0,2024
-33.88425,-58.37739,328.02,0.55,0.51,2024-03-06,1818,N,VIIRS,l,2,299.95,2.06,D,0,2024
-33.94059,-58.31778,334.81,0.56,0.51,2024-03-06,1818,N,VIIRS,n,2,298.48,13.09,D,0,2024
-33.93921,-58.31176,340.3,0.56,0.51,2024-03-06,1818,N,VIIRS,n,2,299.85,13.09,D,0,2024
-31.49092,-58.04855,329.79,0.33,0.55,2024-03-06,1818,N,VIIRS,l,2,303.21,1.16,D,0,2024
-33.4398,-54.28621,328.7,0.79,0.78,2024-03-07,1618,N,VIIRS,n,2,294.59,2.83,D,0,2024
-33.44501,-54.28664,332.46,0.79,0.78,2024-03-07,1618,N,VIIRS,n,2,294.84,4.76,D,0,2024
-33.51488,-54.04386,343.77,0.54,0.5,2024-03-07,1759,N,VIIRS,n,2,301.96,9.09,D,0,2024
-32.90813,-56.82623,341.26,0.39,0.44,2024-03-07,1759,N,VIIRS,n,2,301.59,4.52,D,0,2024
-32.99586,-54.83966,338.37,0.5,0.49,2024-03-07,1759,N,VIIRS,n,2,299.77,4.02,D,0,2024
-34.60273,-56.50672,344.85,0.39,0.36,2024-03-08,1740,N,VIIRS,n,2,304.76,6.51,D,0,2024
-32.97949,-57.91033,338.94,0.38,0.36,2024-03-08,1740,N,VIIRS,n,2,299.0,3.29,D,0,2024
-34.60203,-56.50243,336.23,0.39,0.36,2024-03-08,1740,N,VIIRS,l,2,306.8,6.51,D,0,2024
-30.53881,-56.88516,338.37,0.41,0.37,2024-03-08,1741,N,VIIRS,n,2,299.52,3.11,D,0,2024
-33.69523,-54.60802,333.91,0.39,0.36,2024-03-09,1721,N,VIIRS,n,2,303.62,3.91,D,0,2024
-33.69463,-54.60373,335.46,0.39,0.36,2024-03-09,1721,N,VIIRS,n,2,304.88,6.21,D,0,2024
-33.69124,-54.60441,341.92,0.39,0.36,2024-03-09,1721,N,VIIRS,n,2,305.57,6.01,D,0,2024
-33.09249,-54.53851,301.36,0.38,0.36,2024-03-10,440,N,VIIRS,n,2,290.61,0.36,N,0,2024
-32.86137,-56.53828,310.9,0.41,0.37,2024-03-10,440,N,VIIRS,n,2,294.46,1.45,N,0,2024
-32.86136,-56.53975,304.62,0.43,0.46,2024-03-11,421,N,VIIRS,n,2,293.18,0.75,N,0,2024
-30.56672,-57.79143,332.98,0.44,0.62,2024-03-11,1825,N,VIIRS,n,2,293.9,3.81,D,0,2024
-30.56752,-57.79106,334.98,0.44,0.62,2024-03-11,1825,N,VIIRS,n,2,294.01,4.0,D,0,2024
-30.32189,-57.34241,338.14,0.48,0.48,2024-03-13,523,N,VIIRS,n,2,295.7,0.1,N,0,2024
-32.86193,-56.53913,308.47,0.39,0.36,2024-03-15,446,N,VIIRS,n,2,288.44,1.04,N,0,2024
-32.96348,-53.97319,334.61,0.42,0.61,2024-03-17,1812,N,VIIRS,n,2,296.82,3.39,D,0,2024
-33.29312,-55.18206,347.33,0.35,0.57,2024-03-17,1812,N,VIIRS,n,2,295.89,0.27,D,0,2024
-32.96446,-53.97258,332.79,0.42,0.61,2024-03-17,1812,N,VIIRS,n,2,296.69,2.82,D,0,2024
-31.06889,-55.75793,314.67,0.39,0.37,2024-03-20,452,N,VIIRS,n,2,291.32,1.25,N,0,2024
-34.29787,-54.73132,339.63,0.48,0.48,2024-03-23,1759,N,VIIRS,n,2,292.68,0.58,D,0,2024
-31.07144,-55.75828,334.19,0.44,0.38,2024-03-24,1741,N,VIIRS,n,2,297.58,4.67,D,0,2024
-32.86348,-56.53988,302.05,0.42,0.38,2024-03-25,459,N,VIIRS,n,2,287.97,0.95,N,0,2024
-32.85997,-56.53921,302.11,0.42,0.38,2024-03-25,459,N,VIIRS,n,2,288.61,0.98,N,0,2024
-34.13274,-55.79936,330.76,0.42,0.38,2024-03-25,1721,N,VIIRS,n,2,297.79,0.3,D,0,2024
-30.61668,-57.28862,334.88,0.44,0.38,2024-03-25,1722,N,VIIRS,n,2,298.02,2.94,D,0,2024
-32.02081,-55.51431,335.88,0.4,0.37,2024-03-25,1722,N,VIIRS,n,2,300.03,3.02,D,0,2024
-33.2301,-54.01889,336.45,0.54,0.42,2024-03-26,1703,N,VIIRS,n,2,300.35,6.19,D,0,2024
-33.86871,-58.34435,339.76,0.63,0.54,2024-03-26,1703,N,VIIRS,n,2,297.41,5.42,D,0,2024
-33.21216,-53.89098,329.84,0.53,0.42,2024-03-26,1703,N,VIIRS,n,2,294.68,0.76,D,0,2024
-32.3921,-54.08805,297.1,0.49,0.41,2024-03-27,421,N,VIIRS,n,2,286.53,0.33,N,0,2024
-32.39262,-54.08447,297.04,0.49,0.41,2024-03-27,421,N,VIIRS,n,2,286.03,0.51,N,0,2024
-34.61044,-56.31924,335.46,0.42,0.61,2024-03-27,1824,N,VIIRS,n,2,293.6,2.9,D,0,2024
-32.86232,-56.54057,300.65,0.38,0.59,2024-03-28,403,N,VIIRS,n,2,289.56,1.07,N,0,2024
-32.86211,-56.54018,300.4,0.58,0.52,2024-03-29,524,N,VIIRS,n,2,289.16,1.18,N,0,2024
-31.48638,-55.18085,332.82,0.53,0.42,2024-03-29,1747,N,VIIRS,n,2,301.82,4.66,D,0,2024
-30.37695,-57.04988,336.53,0.46,0.39,2024-03-29,1748,N,VIIRS,n,2,301.46,6.65,D,0,2024
-30.54887,-57.14938,339.08,0.45,0.39,2024-03-29,1748,N,VIIRS,n,2,302.06,4.93,D,0,2024
-30.37335,-57.05075,344.76,0.46,0.39,2024-03-29,1748,N,VIIRS,n,2,302.41,6.65,D,0,2024
-30.36887,-57.04681,346.91,0.46,0.39,2024-03-29,1748,N,VIIRS,n,2,302.02,7.4,D,0,2024
-30.54803,-57.14465,332.54,0.45,0.39,2024-03-29,1748,N,VIIRS,n,2,301.33,4.93,D,0,2024
-32.86224,-56.54062,306.52,0.49,0.4,2024-03-30,505,N,VIIRS,n,2,292.6,1.44,N,0,2024
-33.64068,-55.59205,333.27,0.39,0.36,2024-03-30,1728,N,VIIRS,n,2,300.45,1.76,D,0,2024
-33.23683,-57.99884,339.22,0.43,0.38,2024-03-30,1728,N,VIIRS,n,2,303.55,2.96,D,0,2024
-32.01915,-55.51912,337.85,0.38,0.36,2024-03-30,1728,N,VIIRS,n,2,301.43,2.48,D,0,2024
-32.86017,-56.53933,305.5,0.39,0.36,2024-03-31,446,N,VIIRS,n,2,292.97,0.91,N,0,2024
-32.86351,-56.54008,303.5,0.39,0.36,2024-03-31,446,N,VIIRS,n,2,292.14,0.91,N,0,2024
-34.13768,-58.08242,327.81,0.47,0.48,2024-04-02,1812,N,VIIRS,n,2,288.32,4.11,D,0,2024
-34.14206,-58.08105,346.28,0.47,0.48,2024-04-02,1812,N,VIIRS,n,2,293.18,11.52,D,0,2024
-33.82253,-53.53219,327.86,0.43,0.38,2024-04-04,1734,N,VIIRS,n,2,290.99,0.23,D,0,2024
-32.86148,-56.53923,312.51,0.39,0.36,2024-04-05,453,N,VIIRS,n,2,290.19,1.38,N,0,2024
-34.39909,-55.2852,299.33,0.43,0.38,2024-04-05,453,N,VIIRS,n,2,283.36,0.46,N,0,2024
-31.07447,-56.09336,329.48,0.46,0.39,2024-04-05,1716,N,VIIRS,n,2,297.86,0.1,D,0,2024
-32.86234,-56.53843,303.59,0.45,0.39,2024-04-06,434,N,VIIRS,n,2,290.09,1.12,N,0,2024
-31.79171,-55.22313,340.87,0.45,0.39,2024-04-09,1741,N,VIIRS,n,2,294.32,5.91,D,0,2024
-32.86221,-56.53765,306.52,0.41,0.37,2024-04-11,440,N,VIIRS,n,2,284.91,1.13,N,0,2024
-33.28622,-57.46497,299.48,0.43,0.38,2024-04-11,440,N,VIIRS,n,2,282.36,0.54,N,0,2024
-33.51535,-54.17371,330.76,0.55,0.43,2024-04-11,1703,N,VIIRS,n,2,292.09,5.5,D,0,2024
-33.51314,-54.17839,330.66,0.55,0.43,2024-04-11,1703,N,VIIRS,n,2,288.44,2.08,D,0,2024
-33.6012,-54.31939,330.46,0.56,0.43,2024-04-11,1703,N,VIIRS,n,2,292.63,3.28,D,0,2024
-32.86287,-56.5396,301.99,0.53,0.42,2024-04-17,428,N,VIIRS,n,2,287.03,1.06,N,0,2024
-33.95321,-58.35587,331.84,0.42,0.61,2024-04-17,1831,N,VIIRS,n,2,291.62,2.74,D,0,2024
-33.95782,-58.35571,325.44,0.42,0.61,2024-04-17,1831,N,VIIRS,n,2,289.74,1.31,D,0,2024
-32.99537,-56.11563,328.66,0.32,0.55,2024-04-18,1812,N,VIIRS,n,2,293.31,2.18,D,0,2024
-34.26598,-57.52603,330.53,0.51,0.49,2024-04-18,1812,N,VIIRS,n,2,294.02,2.26,D,0,2024
-33.95482,-58.35664,329.14,0.47,0.47,2024-04-18,1812,N,VIIRS,n,2,294.07,2.6,D,0,2024
-31.94865,-54.48162,337.54,0.42,0.61,2024-04-18,1812,N,VIIRS,n,2,293.84,5.15,D,0,2024
-33.51166,-54.17912,331.06,0.44,0.46,2024-04-19,1753,N,VIIRS,n,2,297.03,4.34,D,0,2024
-33.51591,-54.17783,335.07,0.44,0.46,2024-04-19,1753,N,VIIRS,n,2,297.33,5.56,D,0,2024
